Channel,Date,DCM Campaign Name,Market,GEP,KPI,Site,Ad Type,DCM Placement ID,Placement Name,Publisher Impressions,Publisher Clicks,Net Media Cost,Currency,Lead Form Ad Leads
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359881,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,19,,0.1,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,26,,0.16,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,22,,0.11,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,7,,0.04,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,52,,0.22,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,114,,0.6,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360031,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,500,4,2.49,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359887,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,4,,0.02,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,2,,0.01,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360013,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,2,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226496146,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,8,,0.03,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,7,1,0.06,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,10,1,0.05,EUR,0
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,99,,0.6,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,103,,0.55,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,105,3,0.52,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,217,5,1.2,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359884,Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»RT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360034,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226420298,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360028,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Intelligent Data»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226360040,Facebook»Developers-Azure Direct-Sponsored Post-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials_ID,0,,0,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,6229,115,44.75,EUR,
Social,14/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,6430,105,44.9,EUR,
Social,13/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,7296,91,44.8,EUR,
Social,12/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,6981,132,45.69,EUR,
Social,11/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,7296,130,41.31,EUR,
Social,10/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,7849,131,42.98,EUR,
Social,09/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359938,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,8495,157,47.42,EUR,
Social,15/09/2018,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,FRA,Platform,Trial,Facebook,Video Link Ad,226359935,Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Migration»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials_ID,1,,0,EUR,
